id,number,title,office_marker_info,official_url,description,county,location_info,latitude,longitude,created_at,updated_at
46,46,Pilot Peak,<p>STATE HISTORICAL MARKER No. 46</p><p>STATE HISTORIC PRESERVATION OFFICE</p><p>NORTHEASTERN NEVADA HISTORICAL SOCIETY</p>,http://nvshpo.org/historical-markers/46,"<p>The high, symmetrically shaped mountain seen rising to the north is Pilot Peak.  In the period 1845-1850, it was a famous landmark and symbol of hope and relief to the Reed-Donner Party and all other wagon train pioneers who traveled the 70-odd miles of deadly, thirst-and-heat-ridden steps across the great Salt Lake Desert. This desert, between the Cedar Range on the east and Pilot Peak on the west, represented the worst section of the infamous Hastings Cutoff of the California Emigrant Trail.</p><p>The peak was named by John C. Frémont on his expedition of 1845.  Kit Carson, the expedition’s guide, sent ahead to locate water, found a line of springs at its eastern base, now known as McKellar Springs.  Carson is reputed to have guided the rest of Frémont’s expedition across the Salt Desert by sending up smoke signals from the peak: hence, Frémont’s name for it.</p><p>During the years 1849-1850, relief parties sallied forth periodically with water from the Pilot Peak Springs to rescue thirst-crazed emigrants and their livestock struggling across the terrible Salt Desert to the eastward.</p>",Elko," Great Salt Lake Basin, Elko County Located along Interstate Highway 80, ten miles west of Wendover, Nevada.",40.84396,-114.20743,2014-11-01 19:06:38 UTC,2014-11-07 00:40:36 UTC
47,47,Fort Halleck Site (1867-1886),"<p>STATE HISTORICAL MARKER No. 47</p>
<p>nevada state park system</p><p>Northeastern Nevada Historical Society</p>",http://nvshpo.org/historical-markers/47,"<p>Captain S.P. Smith established Camp Halleck on July 26, 1867 to protect the California Emigrant Trail and construction work on the Central Pacific Railroad.  The camp was named for Major General Henry Wager Halleck, at that time Commander, Military Division of the Pacific.  In May 1868, Camp Halleck became headquarters for the Nevada Military District when Fort Churchill was abandoned.</p><p>On April 5, 1879, the military installation became Fort Halleck.  The nine-square-mile reservation was set aside on October 11, 1881.  The Fort was a two-company post, with about twenty buildings of wood, adobe, and stone construction arranged around the sides of a rectangular parade ground.</p><p>Troops from the fort took no part in local Indian troubles. They did, however, see action elsewhere:  in February 1873 against the Modoc Indians of Northern California; against the Nez Perce uprising in Idaho in 1877; in 1878 against the Bannocks in Oregon; and against the Apaches in Arizona in 1883.</p><p>The Fort was closed on December 1, 1886.</p>",Elko," Humboldt River Basin, Elko County Located along Interstate Highway 80 at the Halleck Interchange east of Elko, Nevada.",40.95617,-115.46596,2014-11-01 19:06:38 UTC,2014-11-07 00:40:36 UTC
48,48,Tuscarora,<p>STATE HISTORICAL MARKER No. 48</p><p>STATE HISTORIC PRESERVATION OFFICE</p><p>NORTHEASTERN NEVADA HISTORICAL SOCIETY</p>,http://nvshpo.org/historical-markers/48,"<p>This colorful historic camp originated with an 1867 discovery of placer gold by John and Steve Beard.  In 1871, W.O. Weed discovered the rich Mount Blitzen silver lodes, two miles northeast of the Beard claims.  The camp was named by C.M. Bensen, who had served on the Civil War gunboat Tuscarora, named after a tribe in the Iroquois Confederation.</p><p>Tuscarora’s first boom, 1872-1878, boosted its population to over three thousand, which included a large number of Chinese. With the completion of the transcontinental railroad in 1869, hundreds of Chinese workers came to the Tuscarora mines.  They started extensive placer operations at the Beard discovery site, later called Old Town, to differentiate it from the main camp two miles distant on Mount Blitzen.</p><p>Estimates of silver and gold production during the camp’s lifetime, 1867-1915, ranged from 10 million to 40 million dollars. Toll roads, crowded with stage coaches and long strings of heavy freight wagons, serviced the camp from railheads at Elko, Carlin, Battle Mountain and Winnemucca.</p>",Elko," Snake River Basin, Elko County. Located on State Route 226 in Tuscarora, Nevada.",41.28083,-116.11372,2014-11-01 19:06:38 UTC,2014-11-06 15:11:57 UTC
49,49,Applegate-Lassen Emigrant Trail Cutoff,<p>STATE HISTORICAL MARKER No. 49</p><p>STATE HISTORIC preservation office</p>,http://nvshpo.org/historical-markers/49,"<p>Jesse and Lindsay Applegate headed south from Willamette Valley, Oregon, June 29, 1846, seeking a less hazardous route to that region from the east.  On July 21, they came to a large meadow on the Humboldt River, which is now the nearby Rye Patch Reservoir.  Thus they established the Applegate Trail.</p><p>During the remainder of 1846 and for the next two years, Oregon emigrants successfully traveled this trail.</p><p>In 1848, Peter Lassen, hoping to bring emigrants to his ranch, acted as a guide to a party of ten to twelve wagons bound for California.  He followed a route from here to Goose Lake where he turned southward over terrain that was barely passable.  The emigrants suffered great hardships including the loss of many lives and livestock. It became known as the “Death Route.”</p><p>Dail e. turney</p>",Pershing," Humboldt River Basin, Pershing County Located along Interstate Highway 80 at the Imlay Interchange, thirty miles west of Winnemucca.",40.39079,-118.09566,2014-11-01 19:06:38 UTC,2014-11-07 00:40:36 UTC
50,50,Carlin Canyon,<p>STATE HISTORICAL MARKER No. 50</p><p>STATE HISTORIC PRESERVATION OFFICE</p>,http://nvshpo.org/historical-markers/50,"<p>In December 1828, Peter Skene Ogden and his trapping brigade (Hudson’s Bay Company’s Fifth Snake Country Expedition) were the first European Americans to enter here.  Joseph Paul, one of Ogden’s trappers, died nearby—the first immigrant to die and be buried in the Humboldt Country.</p><p>Late in 1845, John Frémont dispatched a group down the Humboldt.  They traversed this canyon with difficulty on November 10.  In September 1846, the Reed-Donner Party, enroute to disaster in the deep snows of the Sierra Nevada, viewed the canyon.</p><p>The Central Pacific’s Chinese track gangs constructed the transcontinental railroad (now Southern Pacific) through here in December 1868.  Subsequently, the canyon became known as Carlin or Moleen Canyon.  The Western Pacific, the second transcontinental rail link across Nevada, was constructed in 1907.</p><p>In 1913, Nevada Route 1, the first auto road, took over the abandoned Central Pacific grade through the canyon.  In 1920, Route 1 became the Victory Highway, and in 1926, U.S. Highway 40.  In its freeway phase, it is now designated Interstate 80.</p>",Elko," Humboldt River Basin, Elko County. Located on Interstate Highway 80 at the Carlin Canyon Rest Area.",40.72963,-116.02081,2014-11-01 19:06:38 UTC,2014-11-06 15:11:57 UTC
51,51,Schellbourne,<p>STATE HISTORICAL MARKER No. 51</p><p>STATE HISTORIC PRESERVATION OFFICE</p><p>WHITE PINE PUBLIC MUSEUM INC.</p>,http://nvshpo.org/historical-markers/51,"<p>Schellbourne, in the foothills of the Schell Creek Range, was a Shoshone village site long before it began its more recent career in 1859.  Captain James Simpson passed through the area, looking for a short route across the Great Basin.  That same year an overland stage and mail station was built at Shellbourne.  In 1860, the Pony Express company used the same facilities, and when the telegraph arrived in 1863, it passed over this same route.</p><p>During the rush to the Virginia City mines in 1859 and 1860, it became necessary for the army to send troops to this point to protect participants in the resulting western pilgrimage.</p><p>Silver ore was discovered in the mountains immediately to the east of Schellbourne in the early 1870s, and it became part of the Aurum Mining District in 1871.  An active mining camp developed with a population of over 500 people.  By 1885, the ore had been mostly depleted and the camp abandoned.  The district and adjacent valley were then acquired by “Uncle Billy” Burke as a ranch.  Schellbourne was subsequently operated as the headquarters for various ranches since that time.</p>",White Pine," Central Region, White Pine County Located at the junction of U.S. Highway 93 and State Route 2, thirty-nine miles north of Ely.",39.15936,-114.52427,2014-11-01 19:06:38 UTC,2014-11-06 15:11:57 UTC
52,52,Cherry Creek,<p>STATE HISTORICAL MARKER No. 52</p><p>STATE HISTORIC PRESERVATION OFFICE</p><p>WHITE PINE PUBLIC MUSEUM INC.</p>,http://nvshpo.org/historical-markers/52,"<p>Here, at one time, was the largest town in White Pine County.  Part of the Cherry Creek mining district, Cherry Creek’s greatest gold and silver production was between 1872 and 1883.  At the peak of its prosperity, the town had an estimated population of 6,000.</p><p>Five miles south of here is Egan Canyon, where one of the oldest gold mines in Nevada was located.  As early as 1850, American Indians mined gold there.  A stage station was located by Major Howard Egan in 1859 for Woodward and Chorpenning’s California Mail Co. In 1860, it was used by the Pony Express as a change station and from 1861 to 1869 was an overland stage station.</p><p>In 1864, a five-stamp mill-the first in eastern Nevada-and a small mining camp were constructed here.  Most activity had ceased by 1883, but in 1897 there was a revival of mining, which lasted into the early 1900s.  During this period, prior to the completion of the Nevada Northern Railroad in 1906, freight and passenger traffic was via long strings of massive freight wagons and stagecoaches from Toano and Wells.  In 1933, the old mine was reopened and a new camp was built.  Production from the Egan mine over the years was approximately $3,000,000.</p>",White Pine," Central Region, White Pine County Located at the end of State Route 489, forty-five miles north of Ely.",39.15936,-114.52427,2014-11-01 19:06:38 UTC,2014-11-06 15:11:57 UTC
53,53,Hamilton,<p>STATE HISTORICAL MARKER No. 53</p><p>STATE HISTORIC PRESERVATION OFFICE</p><p>WHITE PINE PUBLIC MUSEUM INC.</p>,http://nvshpo.org/historical-markers/53,"<p>The mines of the White Pine district were first established in 1865. Between 1868 and 1875, they supported many thriving towns including Hamilton, Eberhardt, Treasure City, and Shermantown.  These communities, now all ghost towns, are clustered eleven miles south of this point.</p><p>Hamilton and its neighbors thrived as a result of large-scale silver discoveries in 1868.  Experiencing one of the most intense, but shortest-lived silver stampedes ever recorded, the years 1868-1869 saw some 10,000 people living in huts and caves on Treasure Hill at Mount Hamilton, at an elevation of 8,000 to 10,500 feet above sea level.</p><p>Hamilton was incorporated in 1869 and became the first county seat of White Pine County that same year. It was disincorporated in 1875.  In this brief span of time, a full-sized town came into bloom with a main street and all the usual businesses.  A fine brick courthouse was constructed in 1870.</p><p>On June 27, 1873, the main portion of the town was destroyed by fire.  The town never fully recovered.  In 1885, another fire burned the courthouse and caused the removal of the White Pine County seat to Ely.</p>",White Pine," Central Region, White Pine County Located on U.S. Highway 50, thirty-sevem miles west of Ely.",39.21218,-115.2367,2014-11-01 19:06:38 UTC,2014-11-07 00:40:36 UTC
54,54,Ward Mining District,"<p>STATE HISTORICAL MARKER No. 54</p>
<p>state historic preservation office</p><p>White Pine Museum, Inc.</p>",http://nvshpo.org/historical-markers/54,"<p>The ghost town of Ward, in the foothills of the Egan Range, lies some eight miles west of here.  Booming from 1876 until 1882, with a peak population of 1,500, Ward was somewhat of a lawless mining camp.  Early killings did occur, but justice was meted out by the vigilante committee and the hanging rope.</p><p>A million dollars worth of silver was taken from a single chamber of the Ward mine, yet an abandoned house was used for the first school and no movement was ever started to build a church.</p><p>The town was abandoned by the late 1880s, but new discoveries and better mining methods prompted a resurgence of activity in 1906 and again in the 1960s.</p>",White Pine," Central Region, White Pine County Located on U.S. Highway 93, twenty miles south of Ely.",39.052,-114.45102,2014-11-01 19:06:38 UTC,2014-11-07 00:40:36 UTC
55,55,Caliente (Culverwell's Ranch),"<p>STATE HISTORICAL MARKER No. 55</p><p>STATE HISTORIC PRESERVATION OFFICE</p>
<p>LINCOLN COUTY AREA DEVELOPMENT COMITTEE</p>",http://nvshpo.org/historical-markers/55,"<p>Caliente was first settled as a ranch, furnishing hay for the mining camps of Pioche and Delmar.  In 1901, the famous Harriman-Clark right-of-way battle was ended when rancher Charles Culverwell, with the aid of a broad-gauge shotgun, allowed one railroad grade to be built through his lush meadows.  Harriman and Clark had been battling eleven years building side-by-side grades, ignoring court orders and federal marshals.</p><p>The population boom began with an influx of railroad workers, most of them immigrants from Austria, Japan, and the Ottoman Empire. A tent city was settled in August 1903.</p><p>With the completion of the Los Angeles, San Pedro, and Salt Lake Railroad in 1905, Caliente became a division point.  In 1906-07, the Caliente and Pioche Railroad (now the Union Pacific) was built between Pioche and the main line at Caliente.  The large Mission revived style depot was built in 1923, serving as a civic center, as well as a hotel.</p>",Lincoln," Colorado River Basin, Lincoln County Located on U.S. Highway 93 in Caliente, Nevada.",37.36864,-114.30754,2014-11-01 19:06:38 UTC,2014-11-06 15:11:57 UTC
56,56,Virgin Valley,<p>STATE HISTORICAL MARKER No. 56</p><p>SOUTHERN NEVADA HISTORICAL SOCIETY</p>,http://nvshpo.org/historical-markers/56,"<p>Famed western explorer Jedediah Smith visited Virgin Valley in 1826. Captain John C. Frémont passed through here in 1844</p><p>The valley served as the right-of-way for the Old Spanish Trail (1829-1848) and for the Mormon Road or southern route of travel to southern California</p><p>The area was settled by pioneers of the Church of Jesus Christ of Latter-day Saints, who colonized Bunkerville in 1877 and Mesquite in 1880.</p><p>The Virgin River provided water for the development of the valley’s agricultural resources.</p>",Clark," Colorado River Basin, Clark County Located on Interstate Highway 15 in Mesquite, Nevada.",36.48248,-114.0411,2014-11-01 19:06:38 UTC,2014-11-06 15:11:57 UTC
57,57,Old Boundary,<p>STATE HISTORICAL MARKER No. 57</p><p>STATE HISTORIC PRESERVATION OFFICE</p>,http://nvshpo.org/historical-markers/57,"<p>The 37th degree north latitude is marked at this point as the dividing line between the territories of Utah and New Mexico under the provisions of the Compromise of 1850 which originally organized the land ceded by Mexico in 1848</p><p>When the territory of Nevada was carved from western Utah in 1861, this line became the southern boundary of the new territory and continued to serve as such when the territory and state were enlarged by extensions to the east in 1862 and 1866 respectively</p><p>In 1867, the Nevada legislature approved the action of Congress to add that portion of the territory of Arizona which lay to the south of this line, west of the 114 west longitude and the Colorado River, and to the east of the boundary of California.  This action, taken on January 18, 1867, gave the state of Nevada the permanent boundaries as they are today.</p>",Lincoln," Colorado River Basin, Lincoln County Located on U.S. Highway 93, thirty miles south of Alamo, Nevada.",37.02664,-114.591,2014-11-01 19:06:38 UTC,2014-11-06 15:11:57 UTC
58,58,Old Boundary,<p>STATE HISTORICAL MARKER No. 58</p><p>STATE HISTORIC PRESERVATION OFFICE</p><p>SOUTHERN NEVADA HISTORICAL SOCIETY</p>,http://nvshpo.org/historical-markers/58,"<p>(NEVADA’S SOUTHERN BOUNDRY 1861-1867)</p><p>The 37th degree north latitude is marked at this point as the dividing line between the territories of Utah and New Mexico under the provisions of the compromise of 1850 which originally organized the land ceded by Mexico in 1848.</p><p>When the territory of Nevada was carved from western Utah in 1861, this line became the southern boundary of the new territory and continued to serve as such when the territory and state were enlarged by extensions to the east in 1862 and 1866 respectively.</p><p>In 1867, the Nevada legislature approved the action of Congress to add that portion of the territory of Arizona which lay to the south of this line, west of the 114 west longitude and the Colorado River, and to the east of the boundary of California.  This action taken on January 18, 1867, gave to the state of Nevada the permanent boundaries as they are today.</p>",Nye," Central Region, Nye County Located on U.S. Highway 95, six miles north of Beatty, Nevada.",37.00072,-116.43333,2014-11-01 19:06:38 UTC,2014-11-07 00:40:36 UTC
59,59,Stokes Castle,<p>STATE HISTORICAL MARKER No. 59</p><p>STATE HISTORIC PRESERVATION OFFICE</p><p>AUSTIN CHAMBER OF COMMERCE</p>,http://nvshpo.org/historical-markers/59,"<p>Anson Phelps Stokes, mine developer, railroad magnate and member of a prominent eastern family, built Stokes Castle as a summer home for his sons. After the castle (or the tower, as the Stokes family always referred to it) was completed, in June 1897, the Stokes family used it for two months. Since then, with one possible exception, the structure has remained unoccupied.</p><p>Stokes castle is made of granite. The huge stones, raised with a hand winch and held in position by rock wedging and clay mortar. The architectural model for the castle was a medieval tower Anson Stokes had seen and admired near Rome. This building originally had three floors, each with a fireplace, plate glass view windows, balconies on the second and third floors, and a battlemented terrace on the roof.  It had plumbing and sumptuously furnishings.</p><p>The structure stands as an abiding monument to the men who built it and to those who helped develop Austin.</p>",Lander," Humboldt River Basin, Lander County. Located at Stokes Castle, one mile west of Austin, Nevada.",39.29361,-117.04478,2014-11-01 19:06:38 UTC,2014-11-07 00:40:36 UTC
60,60,Hawthorne,<p>STATE HISTORICAL MARKER No. 60</p><p>STATE HISTORIC PRESERVATION OFFICE</p>,http://nvshpo.org/historical-markers/60,"<p>PRESENT MINERAL CO. SEAT - - - FORMER ESMERALDA CO. SEAT</p><p>The Hawthorne townsite, selected in 1880 by H.M. Yerington, president of the new Carson and Colorado Railroad Co., was a division and distribution point for the railroad originally envisioned to extend to Bodie, in Mono County, California.  Mineral development southeast in the Columbus Mining District, redirected the route southerly to California.</p><p>Originally to be called Millbrae, Yerington changed the name to Hawthorne, after William A. Hawthorne, a Nevada pioneer lumberman.  In 1878 Hawthorne located a mine on Mt. Grant and started a ranch on Cat Creek.  He worked for Yerington in 1880 as road superintendent on the company’s Bodie Toll Road, later serving as Justice of the Peace at Hawthorne</p><p>On April 14, 1881, the first train arrived loaded with prospective buyers for the new town lots.  In 1883, Hawthorne took the Esmeralda county seat from declining Aurora, but later lost it in 1907 to booming Goldfield.  In 1911, Hawthorne again became a county seat, when Mineral County was created.</p><p>In 1926, a destructive munitions explosion in the East caused the Navy to select Hawthorne for a new ammunition depot.  In 1928, Nevada-born and Hawthorne-raised Governor Balzar, turned the first shovel of dirt and dedicated the new depot, which was officially commissioned in 1930.</p><p>JULIA C. BULETTE CHAPTER</p><p>E. CLAMPUS VITUS</p>",Mineral," Walker River Basin, Mineral County Located on U.S. Highway 95 in Hawthorne, Nevada.",38.41422,-118.46245,2014-11-01 19:06:38 UTC,2014-11-06 15:11:57 UTC
61,61,Mound House,<p>STATE HISTORICAL MARKER No. 61</p><p>STATE HISTORIC PRESERVATION OFFICE</p>,http://nvshpo.org/historical-markers/61,"<p>Mound House was located one-half mile north of this point.  Originally constructed in 1871 as a station and siding on the Virginia and Truckee Railroad, it served for some time simply as a wood and water stop.  In 1877, a post office was established.  Mound House came into its own in 1880, when the V & T began construction of a narrow-gauge railroad from here to the mining camps of western Nevada and the Owens Valley region of California.  Named the Carson & Colorado, it turned Mound House into a booming shipping point.</p><p>The Southern Pacific Railroad purchased the C & C from the V & T in 1900, just prior to the Tonopah silver strike.  In 1905, the Southern Pacific built a short line from its new station at Hazen, on the main line, to intersect the C & C at Fort Churchill.  The Hazen cutoff took most of the booming Tonopah-Goldfield business away from the V & T.</p><p>From 1900 to 1920, extensive gypsum mining and milling operations, to produce plaster, were carried on immediately northwest of Mound House.</p><p>The narrow-gauge line was abandoned from Mound House to Fort Churchill in 1934 and the V & T track from Carson City to Virginia City in 1938.  Within a few years, Mound House had disappeared.</p><p>JULIA C. BULETTE CHAPTER</p><p>E. CLAMPUS VITUS</p>",Lyon," Carson River Basin, Lyon County. Located on U.S. Highway 50 six miles east of Carson City, Nevada.",39.12503,-119.40122,2014-11-01 19:06:38 UTC,2014-11-07 00:40:36 UTC
62,62,Truckee River West,"<p>STATE HISTORICAL MARKER No. 62</p>
<p>State historic preservation office</p><p>NEVADA HIGHWAY DEPARTMENT</p>",http://nvshpo.org/historical-markers/62,"<p>Native Americans settled for thousands of years in the Truckee Valley. Their camps were on these flats near the river.  They used fish blinds near here and left petroglyphs on boulders in the area</p><p>The Truckee River runs from Lake Tahoe to Pyramid Lake, and was first discovered by Captain John C. Frémont in January 1844</p><p>The Stephens-Murphy-Townsend party in 1844 also followed the Truckee River into the Sierra, and crossed the mountains via Donner Pass.  Two years later, the ill-fated Donner party rested in the Truckee Meadows, at present Reno, but they tarried too long and were caught by the Sierra snows. Despite the Donner tragedy, many emigrant trains to California, particularly from 1849 until 1852, traversed the Truckee route</p><p>In 1868, the Central Pacific Railroad followed the Truckee’s course.  From the 1920s to the 1950s, the surrounding meadows echoed to the heavy exhausts of the giant Southern Pacific, cab-ahead, articulated, steam locomotives.  During the same period, the Emigrant Trail, and the early toll roads, were developed into the Lincoln and Victory highways, and then into U.S. 40 and I-80, today’s freeway.</p>",Washoe,"Truckee River Basin, Washoe CountyLocated approximately 10 miles west of Reno, Nevada, along Interstate Highway 80 overlooking the Truckee River.",39.30567,-119.56217,2014-11-01 19:06:38 UTC,2014-11-07 00:40:36 UTC
63,63,Truckee River East,<p>STATE HISTORICAL MARKER No. 63</p><p>NEVADA STATE PARK SYSTEM</p><p>NEVADA STATE HIGHWAY DEPARTMENT</p>,http://nvshpo.org/historical-markers/63,"<p>The Truckee River, seen below, runs from Lake Tahoe to Pyramid Lake.  The river’s first recorded discovery was by Captain John C. Frémont in January 1844.  He camped by its terminal at Pyramid, and then followed it to the big bend at Wadsworth. Captain Frémont named the stream the Salmon-Trout River.  At the end of his 1845 sojourn in Nevada, he followed it into the Sierra and crossed Donner Pass.</p><p>Beginning with the Stephens-Murphy-Townsend party in 1844, the Truckee River became a route for California emigrants until the advent of the Central Pacific Railroad in 1868-1869 brought the wagon train period to a close.  After the Southern Pacific took over the railway in 1899 and relocated much of its Nevada alignment, the old Central Pacific roadbed between Sparks and Wadsworth was deeded to Washoe County in 1904 for road purposes.  In 1917, the road became a portion of state road 1, which in 1920 became the Nevada section of the victory highway.  In 1925, when federal highway names were replaced by a numerical system, the Victory Highway became U.S. highway 40.  In 1958, after reconstruction, this route became the initial section of interstate 80 across Nevada.</p><p>The river provides water for Reno, Sparks, the Fallon agricultural area and Pyramid Lake.</p>",Washoe,"Truckee River Basin, Washoe County, Lower Truckee River. Located approximately 10 miles east of Reno, Nevada, along Interstate Highway 80 in the lower Truckee Canyon overlooking the lower Truckee River.",39.33005,-119.34416,2014-11-01 19:06:38 UTC,2014-11-07 00:40:36 UTC
64,64,Ophir,"<p>STATE HISTORICAL MARKER No. 64</p><p>STATE HISTORIC PRESERVATION OFFICE</p>
<p>CENTRAL NEVADA REDEVELOPMENT ASSOCIATION</p>",http://nvshpo.org/historical-markers/64,"<p>Well up into the canyon above, one can still see the massive stone foundations of a costly and splendid stamp mill as well as the stone walls of an elegant office and mansion.  This is the site of Ophir, which is now a ghost town</p><p>S. Boulerond and his compatriots discovered ore at Ophir in 1863.  In 1864, the Murphy Mine was founded and became the leading local producer. In 1865, a twenty-stamp mill was completed costing over $200,000. This included the first experimental stetefeldt furnace ever built.  When the Murphy Mill was built, the town of Ophir was established, growing to a population of 400, but work in the mines declined in the 1870s and Ophir was almost deserted.  In the 1880s, the mines were reactivated, and Ophir had another period of prosperity.  By the 1890s, the town was deserted, but some mining activity at the Murphy Mine continued sporadically into the twentieth century</p><p>Over two million dollars worth of gold and silver were mined from the Murphy vein and from surrounding properties.  Iron, copper and arsenic were also found in the area</p><p>Ophir managed to have all the accouterments of a large community, including a school, a church, various lodges, and, of course, several saloons.</p>",Nye," Central Region, Nye County Located on State Route 376, thirty-five miles south of the junction with U.S. Highway 50.",37.00072,-116.43333,2014-11-01 19:06:38 UTC,2014-11-06 15:11:57 UTC
65,65,Palisade,<p>STATE HISTORICAL MARKER No. 65</p><p>STATE HISTORIC PRESERVATION OFFICE</p><p>NORTHWESTERN NEVADA HISTORICAL SOCIETY</p>,http://nvshpo.org/historical-markers/65,"<p>Located in the tank-like depths of Palisade Canyon, Palisade—first named Palisades— was surveyed and laid out by the Central Pacific Railroad in February 1870.  During the 1870s, it rivaled Elko and Carlin as a departure point on the Central Pacific for wagon, freight, and stage lines to Mineral Hill, Eureka, and Hamilton.</p><p>In October 1875, with completion of Eureka and Palisade Railroad, Palisade became the northern terminus and operating headquarters for this little, ninety-mile narrow-gauge line stretching southward to Eureka.  Between 1875 and 1930, the town was the principal transfer and shipping point on the Central Pacific (which later became the Southern Pacific) and on the Western Pacific Railroad after its 1909 completion.</p><p>At its peak, the town boasted a population of 300.  It was a self-contained community, and railroading was its business.  There were passenger and freight stations, sidings on both the Southern Pacific and Western Pacific Railroads, and a large ore transfer dock between the narrow-gauge and standard-gauge lines.  All Eureka and Palisade (Eureka-Nevada after 1912) headquarters facilities were situated here.</p><p>After the narrow-gauge line ran its last train in September 1938, Palisade went into a long decline.  The post office was finally closed in 1962.</p>",Eureka," Humboldt River Basin, Eureka County. Located on State Route 278, ten miles south of Carlin, Nevada.",40.6003,-116.17801,2014-11-01 19:06:38 UTC,2014-11-07 00:40:36 UTC
66,66,Jacobville,<p>STATE HISTORICAL MARKER No. 66</p><p>STATE HISTORIC PRESERVATION OFFICE</p><p>AUSTIN CHAMBER OF COMMERCE</p>,http://nvshpo.org/historical-markers/66,"<p>The site of Jacobsville is one-half mile north. George Washington Jacobs, the first sheriff of Lander County, founded the town on the banks of the Reese River in 1859.  Jacobsville was the Overland Stage and mail station and became a Pony Express stop in 1860. In the early 1860s, it had a population of about 400 people and boasted of having the first telegraph relay station, a post office, courthouse, three stores and two hotels.</p><p>Jacobsville was the first county seat of Lander County, then comprising practically all of northeastern Nevada.  The county seat was moved to the more populated town of Austin the same year it was established in Jacobsville.  The only remnants of the town are a few stones used in the foundations.  The Reese River, just west of here, was discovered by the exploring party of John Reese in 1854.</p>",Lander," Humboldt River Basin, Lander County Located on U.S. Highway 50, six miles west of Austin, Nevada.",39.29343,-117.1102,2014-11-01 19:06:38 UTC,2014-11-07 00:40:36 UTC
67,67,Austin Churches,<p>STATE HISTORICAL MARKER No. 67</p><p>STATE HISTORIC PRESERVATION OFFICE</p><p>AUSTIN CHAMBER OF COMMERCE</p>,http://nvshpo.org/historical-markers/67,"<p>St. George’s Episcopal Church, to the east, was consecrated in 1878.  The Reverend Blackiston used an eloquent, enthusiastic Easter sermon in 1877 to secure pledges for a church, retaining wall, pipe organ, and bell and for a twenty dollar gold piece from every employee of a local mine.  The organ was shipped around the Horn and hauled by wagon from San Francisco.</p><p>St. Augustine’s Catholic Church, to the west, was built in 1866 of native brick and stone.  Father Monteverde, the first pastor, conducted the first mass at midnight, Christmas Eve, 1866.  Admission of $1 per person was charged to limit the number of people attending.</p><p>The Methodist Church, to the north, was built in 1866. A canny minister formed the Methodist Company, and sold stock as far away as the East Coast to finance the building of the church. Lectures and entertainment were part of the church scene for benefit purposes.  Emma Wixom attended Sunday school here.  Later, as world-famous Emma Nevada, she brought her troupe to Austin and gave a benefit concert in the church.</p>",Lander," Humboldt River Basin, Lander County. Located on U.S. Highway 50 in Austin, Nevada.",0.0,0.0,2014-11-01 19:06:38 UTC,2014-11-07 00:40:36 UTC
68,68,Wadsworth,<p>STATE HISTORICAL MARKER No. 68</p><p>STATE HISTORIC PRESERVATION OFFICE</p>,http://nvshpo.org/historical-markers/68,"<p>From 1868 until 1884, the Central Pacific’s Truckee Wadsworth Division was located on this site.  In 1882, work was started on a new site across the river, and by 1883, a new round house, shop, etc. were completed there.  A fire on April 15, 1884, fanned by heavy wind, destroyed the remaining railroad buildings as well as the town. Damage exceeded $100,000.  Lack of an adequate water supply contributed to the extensive damage.  Another fire in 1902 stimulated the plan to move to a new site.  In 1904, division facilities in the town were moved to an entirely new location, which became Sparks, Nevada.</p><p>SNOWSHOE THOMPSON CHAPTER NO. 1827, E. CLAMPUS VITUS</p>",Washoe,"Truckee River Basin, Washoe County Located adjacent to the Southern Pacific Railroad in Wadsworth, Nevada, at the ""Big Bend"" of the lower Truckee River.",39.16282,-119.50446,2014-11-01 19:06:38 UTC,2014-11-07 00:40:36 UTC
69,69,Jarbidge,<p>STATE HISTORICAL MARKER No. 69</p><p>STATE HISTORIC PRESERVATION OFFICE</p><p>NORTHEASTERN NEVADA HISTORICAL SOCIETY</p>,http://nvshpo.org/historical-markers/69,"<p>As early as 10,000 years ago, Native American hunting parties camped near here to hunt game.  About a thousand years ago, Shoshone-speaking people entered the region, where they continue to live today.  The name Jarbidge comes from a Shoshone word meaning “a bad or evil spirit.”</p><p>Dave Bourne discovered gold in this isolated area in 1909, and production eventually totaled $9 million.  Population size varied, but in the early 1920s, the Jarbidge district replaced fading Goldfield as the premier gold-producing area in Nevada. The Jarbidge mines failed beginning in the late 1920s.</p><p>On a stormy December 5, 1916, the last stagecoach robbery and murder in the history of the West took place in Jarbidge Canyon, ¼ mile south of the town.</p>",Elko," Snake River Basin, Elko County Located in the Children's Pake in Jarbidge, Nevada.",40.50383,-114.1227,2014-11-01 19:06:38 UTC,2014-11-06 15:11:57 UTC
70,70,Bliss Mansion,<p>STATE HISTORICAL MARKER No. 70</p><p>STATE HISTORICAL PRESERVATION OFFICE</p><p>NEVADA LANDMARK SOCIETY</p>,http://nvshpo.org/historical-markers/70,<p>Daniel L. Bliss built this extravagant home in 1879.  Bliss had made his fortune providing Tahoe lumber to the Comstock Mining District.  Tradition maintains this was the first house in Nevada entirely piped for gas lighting.</p>,Carson City," Carson River Basin, Carson City. Located at the intersection of Mountain and Robinson Streets, Carson City.",39.16725,-119.77205,2014-11-01 19:06:38 UTC,2014-11-07 00:40:36 UTC
